Gender,University_Tier,Years_Experience,Interview_Score,Hired
1,2,3,55.313941484779,0
1,3,7,61.81704975411066,0
0,2,9,53.55716171489949,0
0,2,1,36.30510062734716,0
1,3,4,50.93919427475893,0
1,2,8,63.29618322511389,0
0,2,8,49.8518204974334,0
0,2,4,45.06554448687592,0
0,2,3,54.501897424070876,0
1,2,8,62.281500415474085,0
0,2,9,53.33121128974893,0
0,3,2,34.795412345985866,0
1,2,1,48.56322782820853,0
0,2,6,52.74574493852026,0
1,2,7,52.145573133467806,0
0,3,4,38.46112337842994,0
0,3,7,50.20598289547006,0
0,2,3,44.098162669389104,0
1,3,0,40.895805205748545,0
1,2,4,60.20378377219382,0
1,2,5,64.53171617698575,0
0,1,4,64.05317722607529,0
1,2,2,49.99389820093558,0
0,2,0,40.48699719291438,0
0,3,3,36.92950736917912,0
1,2,8,69.72593440946913,0
0,3,9,56.24010784016269,0
0,2,9,42.405154210928956,0
0,2,3,42.90000549948587,0
0,2,2,35.2262933151335,0
0,1,6,79.20894292664886,1
1,2,7,61.659377331019044,0
1,1,6,70.73186620912686,1
1,2,0,49.82341570202552,0
1,2,2,49.984577096404706,0
0,3,5,38.06727141597129,0
0,2,6,55.42180753968588,0
0,1,7,73.77969030089156,1
1,2,5,69.71792043688782,0
0,3,6,46.15569712925957,0
1,3,5,56.43959810623,0
1,2,7,62.66404217172356,0
1,2,6,60.56458898442495,0
1,1,5,59.79056533761316,0
0,3,4,43.26244002808619,0
1,2,5,56.053767025569016,0
1,2,6,64.20954461082101,0
0,2,6,50.68300742633367,0
1,1,6,68.4384102183786,0
1,3,9,71.37564969845113,1
1,1,6,66.81141025117205,0
1,2,3,59.78363501426714,0
1,2,8,76.2575473204279,1
0,3,1,40.010926243237265,0
0,3,2,42.49353095806688,0
1,2,6,60.4665589223975,0
1,2,7,65.14821527783899,0
0,3,1,28.108726972293965,0
0,1,4,65.49457200482207,0
1,2,3,57.372300888069205,0
1,2,4,58.11692562578091,0
1,3,8,66.1359739412143,0
0,2,7,44.61210068168642,0
0,3,5,51.90237021438649,0
0,2,3,46.74937448149153,0
1,2,1,51.64683010174013,0
0,2,9,56.490784406384364,0
1,2,7,66.40305607624298,0
0,2,3,51.625503133888955,0
1,2,7,64.50803859345005,0
1,1,5,65.72015450989613,0
1,3,4,53.09059238812936,0
0,3,6,52.63008002115277,0
0,2,3,40.01373944916389,0
0,2,4,43.89480665107937,0
1,1,5,72.31717827130497,1
1,2,4,58.735054168064316,0
1,3,7,64.68529430022761,0
1,1,11,72.4435997154852,1
1,1,3,59.97353739185743,0
0,3,0,38.813742195662655,0
1,2,0,46.618301421182274,0
1,1,5,64.24350480115146,0
0,2,3,45.48794423677544,0
1,2,6,57.05422741003507,0
0,2,5,47.3194278254219,0
0,3,0,34.479012320663244,0
1,3,0,45.23340867080981,0
0,2,6,54.07759103130326,0
1,3,5,62.707285974161266,0
0,2,4,39.43291878933214,0
0,3,0,30.79853833314237,0
0,2,6,54.99129828264612,0
0,3,9,57.897691902608706,0
1,3,6,60.592451486585645,0
0,1,2,60.45456700796166,0
1,3,5,58.332712659913156,0
1,3,1,50.368844171681296,0
1,3,8,56.36142853857816,0
1,2,5,60.96399396253135,0
1,3,0,52.29580497094346,0
0,3,4,38.71980093200881,0
0,2,6,49.09394632740293,0
0,3,4,38.56810157731774,0
1,1,4,51.43070252196563,0
0,1,1,57.102950886173396,0
1,2,7,65.50895965326437,0
1,2,3,53.43753304559549,0
0,2,0,30.37675830606495,0
1,1,4,58.59696770109176,0
0,3,8,53.02358019923111,0
0,1,4,72.86262386523453,1
1,1,10,81.91216670452717,1
1,1,6,60.27826997584724,0
1,2,6,66.27313655275351,0
1,3,5,51.68418812095355,0
0,2,5,46.19150082677871,0
1,3,4,50.69012201014358,0
1,1,4,66.53033474927716,0
1,2,7,68.79626688224519,0
0,2,2,42.486927782848866,0
1,2,2,53.59464629495988,0
0,1,2,61.321318716178965,0
0,2,11,64.78007925027039,0
1,2,7,69.88112853379265,0
0,3,6,38.826530761922896,0
1,2,2,54.10013669902015,0
1,1,7,63.659878120544114,0
0,2,5,49.2865683502831,0
1,1,6,65.8691235615962,0
1,3,2,48.766252730486485,0
1,2,5,56.00128555944734,0
1,1,4,55.56355103396285,0
1,3,3,40.527812366425486,0
1,2,7,63.344099228675795,0
1,1,0,52.8449944708353,0
0,2,7,49.012868212029915,0
1,2,7,70.61274231415831,1
0,3,2,31.56175868019221,0
1,3,3,58.084170410694014,0
1,3,4,61.119218721346286,0
0,2,6,37.773107388119,0
1,2,5,60.46190729499485,0
1,3,6,55.00151754582004,0
0,1,10,60.44098027641367,0
1,2,3,48.77679373465793,0
1,2,0,53.874680535542375,0
0,1,7,79.09599626355632,1
1,2,10,74.51339071349624,1
0,3,6,44.42013510761231,0
1,3,2,48.89333809184456,0
1,1,5,73.41331457324057,1
1,1,2,69.7411960097882,0
1,2,7,61.06578660237907,0
1,3,1,37.00006719844855,0
1,1,4,52.50906268364399,0
0,3,2,44.346033901011126,0
1,1,5,64.76470729612807,0
0,2,4,48.24579384130336,0
1,2,6,53.04674503521643,0
0,3,5,40.26869406707401,0
0,2,2,37.66766267097805,0
0,2,7,52.2918195183929,0
1,2,5,58.007039805431205,0
0,3,2,32.90085789349041,0
1,3,12,65.07716503698738,0
0,1,6,73.04161642973617,1
0,3,5,42.02019232458343,0
1,2,9,71.06078403477775,1
1,1,11,72.50563094561335,1
0,2,5,33.2549263514341,0
1,1,6,64.38447846557752,0
1,3,2,44.66714722787252,0
1,3,5,56.7450613431404,0
0,1,4,79.4286185684092,1
0,2,6,50.97971932821765,0
1,3,6,70.67980079691745,1
0,3,7,50.54046284252482,0
1,2,6,58.85056881213642,0
1,3,1,48.73958039060442,0
1,2,2,62.903192997388544,0
1,2,3,65.1478129816062,0
1,3,4,50.1233131597846,0
0,2,8,55.299809684475306,0
1,2,2,46.85366560164427,0
1,2,4,62.12334312345715,0
1,3,8,68.76677349527947,0
1,3,4,53.19899727058008,0
1,2,6,58.66307972819936,0
1,2,5,61.800654756387814,0
1,2,6,64.08729515681583,0
1,2,4,58.4057191592481,0
1,2,7,64.89357562167976,0
1,3,0,44.130925747653144,0
0,2,4,50.45503582718161,0
0,2,6,51.218060555380475,0
0,1,7,64.08448426427925,0
0,2,9,48.60325982618175,0
0,3,4,38.8563525633478,0
0,2,9,60.57530807162144,0
0,1,3,61.74028706945408,0
0,2,9,52.76746309069735,0
1,2,7,65.30759298362915,0
1,1,2,57.34594740238864,0
0,2,6,51.52426697429313,0
1,2,5,61.66529217533524,0
0,2,7,49.38474294335227,0
1,2,4,59.15759386023231,0
1,2,4,64.57524029762101,0
0,3,9,46.24636084164713,0
1,2,5,62.0132849082358,0
1,2,7,63.64769829767002,0
1,2,4,60.134918419310495,0
1,2,10,66.72717529202134,0
1,3,3,51.55167716579688,0
0,2,3,49.28979293527691,0
1,3,10,60.314965093769466,0
0,1,4,56.352974483374595,0
1,2,10,63.54272217756518,0
1,3,8,55.14668734899905,0
1,2,5,62.97661643946332,0
1,2,0,42.970701570672674,0
0,2,5,45.85048689894832,0
0,3,5,45.946675955390816,0
0,1,9,75.08329530274297,1
0,3,10,49.55760010987773,0
1,1,3,61.95461865877553,0
0,3,7,45.27837157925346,0
0,2,7,50.34197750613625,0
1,3,8,59.9458264067271,0
1,2,6,73.1771371737848,1
1,3,0,49.0465545196565,0
1,1,5,77.40325458756071,1
0,1,2,56.51518433539749,0
0,2,4,45.17082972237814,0
1,1,8,64.33937117361677,0
1,1,6,62.95216598955214,0
0,3,8,58.80813340782052,0
1,3,6,54.389828550791215,0
0,2,1,50.71092302925187,0
0,3,0,24.086950082225002,0
1,2,5,54.73265482963362,0
1,2,4,56.2938438948829,0
1,3,2,48.68125039160411,0
0,2,0,43.035037868853124,0
1,3,3,53.25385208593133,0
0,2,4,41.91496639540844,0
0,2,7,49.7566858609721,0
1,1,6,65.4046854010765,0
1,1,10,70.42673132337136,1
1,1,2,54.56018531699189,0
1,3,8,66.13941945716705,0
1,3,5,45.859175360364304,0
1,3,7,67.08679348722528,0
0,2,4,42.330440870598196,0
1,2,8,62.1374569680392,0
0,1,6,70.69879645348635,1
0,2,3,48.74224225387508,0
1,2,5,65.58816220801978,0
1,3,4,55.50926024679946,0
0,2,6,54.317463647504695,0
0,1,1,48.41751211428067,0
1,1,5,62.39084729255926,0
0,1,6,62.44414969987578,0
1,2,5,66.12319365607587,0
1,3,9,61.082609905380565,0
1,2,7,68.22703278391027,0
1,3,5,57.67928471244319,0
1,2,6,57.688465319181596,0
0,2,6,44.575457233208354,0
1,1,6,73.46908845407363,1
1,3,0,41.12258675657793,0
0,3,4,42.785851436415925,0
1,1,1,53.08729356836778,0
1,2,9,66.4302390654207,0
1,2,5,59.76919028015014,0
1,2,4,54.085667448512545,0
1,3,8,56.19776523008059,0
1,2,6,63.43136668388721,0
1,2,2,49.77631295604412,0
1,1,5,60.94671222150664,0
1,1,4,58.30473428149015,0
1,1,0,54.61045976834341,0
1,1,3,65.7185081719992,0
0,3,4,47.399080301777396,0
1,3,5,51.37040957003111,0
1,1,1,67.75155396665606,0
0,3,8,42.11509763189295,0
1,1,5,70.41774261663934,1
0,2,5,45.03331207620192,0
0,2,6,43.941614644190125,0
1,2,3,52.276219216078054,0
0,2,6,47.84537735617322,0
1,2,4,60.89986085516805,0
1,2,2,57.34934018952411,0
1,3,7,54.28007492326056,0
0,1,9,68.05170356244366,0
0,1,7,64.41680653318227,0
1,1,8,70.44322798807244,1
1,2,3,54.949221979045625,0
1,1,0,50.249122689651024,0
0,3,9,50.192078690234,0
1,2,11,83.31284404167658,1
1,2,10,67.47642269082424,0
1,2,4,55.83244089398233,0
0,1,2,61.79830785162184,0
1,1,2,56.205918541316024,0
1,2,0,53.344822408590915,0
1,2,5,56.4072864661048,0
0,2,10,67.59618347490684,0
1,1,5,66.72387486296147,0
1,3,6,53.89988525461644,0
0,1,9,70.05654150265363,1
1,3,4,50.43100123645983,0
1,3,11,73.86374833124437,1
0,2,11,52.248212011152035,0
0,1,5,61.66029164770248,0
1,1,3,58.19169721537287,0
0,2,7,52.400293749166494,0
1,2,4,56.64445153676603,0
0,3,2,27.84865890555541,0
1,3,9,61.00088658202266,0
0,2,9,55.18737825834659,0
1,1,5,61.85951082460108,0
1,2,1,55.43387744523832,0
1,3,1,51.597042143768235,0
1,2,5,59.608066501353036,0
0,1,4,64.15270793425364,0
1,3,4,42.194720013253644,0
0,2,8,50.90676426655474,0
0,3,7,51.94490855163673,0
0,2,9,55.07290244945449,0
1,1,2,55.313691618040195,0
1,3,4,64.38844463015465,0
1,2,7,73.09538595097902,1
1,2,6,64.33787456241079,0
0,2,10,64.80440540937343,0
1,1,6,55.87032291020961,0
1,2,11,68.06224279685647,0
1,1,7,66.65021063413424,0
0,2,8,54.432254969354595,0
1,2,4,55.55027989513019,0
1,3,5,42.24986854241827,0
0,3,8,49.839759694934486,0
0,1,10,77.71827064140304,1
1,2,7,72.0094939579499,1
1,2,5,56.05845367612518,0
0,1,9,68.64918421110049,0
1,3,0,31.600077570177657,0
0,3,1,31.28897382728027,0
1,1,7,73.50555890531086,1
1,2,5,56.9411606890364,0
1,1,7,79.71722409271824,1
1,2,5,58.71702582105238,0
0,1,7,69.73496142144278,0
0,3,3,34.080300465781626,0
1,3,7,60.4361017258764,0
1,2,8,56.103401025736524,0
1,2,9,71.46848977506572,1
0,3,11,60.29094337073529,0
0,2,6,56.509122160168,0
0,1,6,61.90015640616156,0
1,2,0,50.802810591487095,0
0,3,3,40.13047911609157,0
1,2,4,60.21140819165155,0
1,2,8,61.67350362432575,0
1,3,3,39.0400905522193,0
0,3,7,49.94626326086265,0
1,3,5,54.2375016084504,0
1,1,4,60.166647035192796,0
1,2,6,65.81972681857734,0
1,3,4,52.775402309227836,0
1,3,4,46.404024736161006,0
1,2,0,40.34273855451889,0
0,1,4,57.35518367433417,0
0,3,4,53.60680487608797,0
1,3,3,54.613883869663866,0
1,1,6,67.94306170987505,0
1,2,7,63.09169536407098,0
1,1,6,65.76303530026283,0
0,2,8,60.675948910386445,0
0,1,7,66.54702129048285,0
1,2,4,60.88460205342146,0
1,2,4,56.25786024854203,0
0,2,6,59.705527065819545,0
1,2,7,67.71144253789151,0
0,3,9,58.102790688330266,0
1,2,9,65.0779511265588,0
0,1,3,66.29068056283711,0
1,3,5,53.43711287302655,0
0,1,7,69.55017411966425,0
1,3,8,69.17523835309728,0
0,3,8,44.02313132349414,0
0,2,5,47.37352566321728,0
0,3,1,36.13498005032269,0
1,1,2,61.60002190400405,0
1,2,6,59.746077534532674,0
0,2,6,62.02541197708194,0
1,2,2,47.5253405732987,0
1,3,5,62.29442694316235,0
1,1,7,75.0753280279582,1
0,2,2,50.31571561678983,0
1,2,8,58.0588645064609,0
0,2,4,41.27045670275538,0
0,2,9,60.786887422272514,0
1,2,3,46.614804226848456,0
0,3,2,29.521183909277667,0
1,1,4,60.55846106644254,0
1,3,5,55.959968943111335,0
1,2,4,65.96112536824387,0
1,3,4,52.07367042534821,0
0,3,6,40.3279721611815,0
0,2,4,45.902645573259285,0
1,2,5,62.34798241647201,0
0,3,0,36.09869520580542,0
0,2,6,46.5939508353886,0
0,3,5,32.76865342826124,0
0,2,10,52.01750322002183,0
0,1,2,66.1013554263373,0
0,2,0,40.20606689546547,0
1,3,7,57.38738940446471,0
1,2,6,67.59084274186988,0
1,3,2,43.34941683815526,0
0,3,0,32.58423974647511,0
0,2,10,57.75825643618407,0
0,1,9,70.79311248352685,1
1,3,0,45.503814114507996,0
1,2,4,57.061530342891174,0
0,3,10,46.408148419203876,0
1,2,4,58.90738940939528,0
0,2,4,38.8597764495808,0
1,3,4,53.82807562548361,0
1,2,2,60.870679120750545,0
1,2,0,48.594884013619726,0
1,2,8,60.14258435014507,0
1,2,0,49.365060933975094,0
0,2,6,45.9701184627409,0
1,3,8,63.97254501315735,0
0,2,1,38.05728727916549,0
1,2,2,62.548816258322866,0
1,2,9,73.8149479783867,1
1,2,7,63.234597477592985,0
1,2,3,59.578045339865454,0
1,3,9,61.03381795418577,0
1,3,9,63.16978442582584,0
1,2,6,60.19282901824844,0
0,2,2,45.3965529853445,0
0,1,4,70.16494138354788,1
0,2,6,55.97019135608988,0
0,2,4,49.36127881669986,0
1,2,8,70.61516718617865,1
0,2,0,40.64567182642264,0
1,1,1,51.30356920394866,0
0,1,6,75.50485759708249,1
0,3,4,50.313562431041014,0
1,2,3,54.830601983433155,0
1,2,0,48.14651042391909,0
1,1,5,68.06205826457688,0
1,1,5,67.75406417591752,0
1,3,7,57.99026965623491,0
0,2,5,43.27913796064587,0
1,2,5,61.52850595374888,0
1,2,9,70.75718269087773,1
1,3,1,50.629105740193985,0
0,1,7,70.74646386177103,1
1,1,0,53.644424258190455,0
0,2,2,47.86816174469894,0
0,2,1,41.21038102992532,0
0,2,7,46.998537431152755,0
1,2,5,59.0967330897714,0
1,2,5,51.27015483762509,0
1,3,2,48.08879087910731,0
1,2,4,61.44218259937334,0
1,1,3,62.69891511069615,0
0,2,6,57.44075599117319,0
0,3,2,37.47479619384563,0
1,2,9,70.43656581526658,1
0,3,0,38.269617470312255,0
1,1,3,72.71428504143704,1
1,2,10,70.72382745558821,1
1,1,4,57.779064105679886,0
1,2,1,56.23964376677641,0
1,3,6,66.32863677984228,0
1,3,4,51.38725644886689,0
1,2,2,58.20540769303208,0
1,2,2,60.1436402761446,0
0,3,13,65.6901643411862,0
1,2,4,58.62779261236789,0
1,1,0,51.50763120893427,0
0,2,9,54.64925530889602,0
1,2,7,66.29300226938815,0
1,2,3,60.54111262045865,0
1,2,2,55.669725239995195,0
0,2,7,51.16735270946298,0
1,2,4,60.776898280748846,0
1,1,0,59.3004253387141,0
0,2,10,59.405262080663526,0
0,3,4,36.9687541129585,0
1,2,9,67.09296982641405,0
0,2,9,58.71972199634134,0
1,3,2,42.08491095627763,0
1,3,8,50.534109888044206,0
0,2,3,51.937966064393294,0
1,1,0,57.557076275109395,0
1,3,4,56.03365001260053,0
1,3,6,51.61591513186472,0
0,3,4,44.39631290534865,0
1,3,4,54.37624343784182,0
0,2,8,44.47193436776888,0
0,2,5,54.95466103671608,0
1,1,2,59.793416618093644,0
0,2,7,48.05350248953771,0
1,2,6,60.11005127007391,0
0,2,0,26.615468691654794,0
1,2,6,64.96668299815681,0
0,3,6,46.25664046649505,0
1,2,5,59.02959933833453,0
1,2,8,72.39242603725836,1
0,1,3,54.080704905020774,0
0,2,6,46.49622798973011,0
0,3,0,25.913941446987106,0
1,2,6,60.60602510114224,0
0,3,11,54.02929264374415,0
1,2,2,56.15006761905678,0
1,2,3,54.26513273447441,0
0,2,3,37.08824519436391,0
1,2,5,68.43003474885222,0
1,3,2,61.05820095894285,0
0,2,6,51.8226408420548,0
0,3,8,44.79991738366991,0
0,2,7,56.83396230598622,0
1,3,0,37.766214468357674,0
1,1,8,69.32613337647587,0
1,3,8,57.51941474326849,0
1,2,7,58.20232224774756,0
1,2,6,60.59987883539115,0
1,2,6,57.67913960413018,0
1,3,8,61.06327232074327,0
0,1,11,77.13588583836231,1
0,2,2,39.28028107518301,0
0,3,8,44.30911222629855,0
0,2,5,48.36036770811316,0
1,1,5,69.04923030559713,0
1,2,0,49.25785299467907,0
0,2,4,47.6101528525553,0
0,3,2,39.70300430744398,0
1,3,4,55.85765348450371,0
1,2,2,60.93922985172986,0
0,3,4,37.03432477556464,0
1,2,4,55.63408446846443,0
0,1,5,73.81649400149784,1
0,2,0,34.315809534123225,0
1,2,1,37.924381550470756,0
1,1,6,65.98515828426058,0
0,3,3,40.414996588770684,0
1,3,8,47.914434412843946,0
1,2,6,68.66967819943974,0
1,2,7,60.43143768067199,0
1,3,9,64.64281557593758,0
1,3,4,51.87009227327969,0
1,3,3,44.55824290397979,0
1,2,8,60.6474593268229,0
0,3,7,44.21333519038614,0
0,2,4,52.74932401807223,0
0,2,9,53.966735350000434,0
1,1,4,60.39067241724127,0
0,1,5,60.326955437048845,0
1,2,5,65.98075110763064,0
1,2,2,61.321006362617936,0
0,1,5,70.9237194935334,1
1,3,9,65.46218669577084,0
1,1,6,68.44915020935356,0
1,2,5,53.92031091012049,0
0,2,5,43.88184692075374,0
1,3,6,53.580698983267816,0
1,2,7,54.87243945507645,0
1,1,7,74.28521709582682,1
1,2,4,54.52085026803862,0
1,3,6,62.97970953717653,0
1,3,6,61.40873200380006,0
1,2,2,56.783589883167096,0
1,2,6,65.06442035881592,0
0,3,0,31.36611989171388,0
1,1,6,76.28925075645333,1
1,2,7,64.21562715476524,0
1,2,7,65.50965842559351,0
0,1,4,59.75461833216681,0
1,2,6,57.3441736961152,0
0,2,9,58.07673980342331,0
1,2,9,69.08756747969393,0
0,3,5,40.15005541574945,0
1,2,5,52.80786640612298,0
1,3,8,54.650384563362266,0
0,1,0,60.98066858545553,0
1,2,4,54.93373092674964,0
1,1,9,71.30545727162084,1
1,3,8,68.2517012937953,0
1,3,6,51.38924719256793,0
1,2,0,46.365025871414716,0
1,3,5,51.156165857196534,0
1,2,3,64.0903424058302,0
1,3,6,66.96691750291207,0
0,3,3,41.03263345650289,0
1,3,2,52.9169236207712,0
1,2,0,47.098224985736344,0
1,1,9,82.73664243452141,1
1,2,4,59.33848127179331,0
1,1,5,69.2655513222487,0
1,2,5,59.47237530614523,0
0,2,2,42.069542564552876,0
1,2,1,60.31521129798059,0
0,1,2,61.698618398691536,0
0,1,3,68.2568773053519,0
0,2,6,52.07743211632078,0
0,3,3,35.77613747963919,0
1,2,10,67.08328533560756,0
0,2,8,53.752227310488166,0
1,3,7,55.867498919783365,0
0,2,5,40.096772496858385,0
0,2,10,63.45163415315304,0
0,2,4,44.98443238202508,0
0,2,5,47.87401908597245,0
1,3,6,58.480667949428025,0
1,1,7,66.05923437339716,0
1,2,7,71.2539973315437,1
1,1,4,57.414291193976936,0
0,2,3,43.320521321313805,0
1,3,7,60.230588531882916,0
1,2,7,63.72872698567926,0
1,1,4,56.51543693364009,0
0,2,0,43.69330677279571,0
0,1,4,66.71755335167299,0
0,1,7,65.62215735704392,0
0,3,10,58.17387996430384,0
1,3,1,48.87453843150388,0
1,3,4,46.59693927319446,0
1,3,4,48.73035542714321,0
1,2,9,73.6914072244479,1
1,1,5,66.54708092571025,0
1,3,2,46.17848527094687,0
1,3,7,54.70762054413679,0
0,3,4,39.48399212163505,0
0,2,1,36.04717073650333,0
0,2,2,36.81178273919374,0
1,3,10,56.29117943808349,0
1,3,6,62.70006643200393,0
0,3,5,47.15019509324847,0
1,1,4,56.6337227409657,0
0,2,6,51.4341570046595,0
1,2,6,57.488808986426164,0
0,3,6,44.03098090763302,0
0,1,5,63.27616710063172,0
1,1,8,68.86082892141064,0
0,3,5,50.18531035566471,0
0,1,2,56.79837157661905,0
0,3,3,35.75555474101844,0
1,2,0,46.18709285251476,0
1,3,11,72.21888478200877,1
0,2,8,43.231261225259885,0
1,3,3,47.186885417822396,0
1,3,4,60.23411420055767,0
0,1,3,62.21993093998823,0
1,1,10,75.95961002518057,1
0,2,1,49.75807477842982,0
0,2,5,50.61525743288625,0
1,3,5,51.45906919320209,0
0,2,7,50.25305282484291,0
1,2,5,54.32283845484716,0
1,1,0,61.27968520007848,0
0,3,4,41.1300650008792,0
1,3,2,54.622070749854444,0
0,2,5,53.972091652060065,0
1,2,9,65.92894609536233,0
1,1,0,50.27623573995555,0
1,2,3,55.741434443459774,0
1,2,3,51.636194646057305,0
0,1,4,63.82478437704513,0
1,2,7,69.66048440417345,0
1,2,4,57.159301769754165,0
1,2,6,62.749975449538695,0
1,2,3,55.53077191888317,0
1,1,6,71.01363786218849,1
0,3,7,41.34415520461174,0
0,3,3,28.735625218525964,0
1,2,7,66.3543442968769,0
1,1,5,69.93917210653997,0
1,3,8,63.23187122379268,0
1,3,4,49.79884752265993,0
0,2,6,43.47032875006779,0
0,2,5,48.25322736789174,0
1,1,5,65.70739476467337,0
0,2,6,46.76759465585988,0
1,1,7,78.11231671496896,1
1,2,1,47.26599952909334,0
1,2,9,76.87518510563733,1
0,2,0,37.7298026885967,0
1,2,3,46.822147615645626,0
1,2,5,59.103986728404294,0
1,2,6,66.79748038299721,0
0,1,10,73.17472483597514,1
1,1,0,47.626107293808026,0
1,3,3,50.17742734101915,0
0,1,0,50.71413813054147,0
0,3,5,44.26063149471267,0
0,3,6,50.8520984264264,0
1,2,10,64.71864796125946,0
1,2,5,56.47097972442175,0
1,2,8,69.78321232553469,0
0,3,7,43.439662070938255,0
0,3,4,36.19564880212529,0
1,3,1,41.106544341018726,0
1,1,6,68.7601930647906,0
1,2,1,53.54578859758732,0
0,2,9,54.112304789832635,0
1,2,5,60.02542698064117,0
1,1,9,80.63566192077565,1
1,1,4,58.12969921540889,0
1,3,6,47.24128695494775,0
1,2,6,64.27537787860186,0
1,2,5,59.44799418049206,0
0,2,4,43.05139949913961,0
0,3,6,48.654791021483845,0
1,3,2,53.19612572334395,0
1,2,1,40.95860990059954,0
0,1,9,69.73701045334256,0
0,2,7,60.743750958143316,0
0,3,5,44.57401267618677,0
1,2,10,73.38051819148575,1
0,2,4,51.73444599607568,0
0,2,9,53.14507182252109,0
0,2,6,55.21725919928505,0
0,3,2,40.21005424953359,0
0,2,11,61.45989644851855,0
1,1,8,69.38994014691298,0
0,1,5,65.86029461183129,0
1,2,7,61.05819217846611,0
0,3,4,42.78616835041209,0
1,2,7,58.157545539503666,0
1,3,0,41.04688004363524,0
1,3,2,47.588439790375354,0
1,2,8,61.28147284284962,0
0,1,4,60.47491364627412,0
0,1,6,66.18037011622242,0
1,3,1,49.01131172332189,0
1,1,11,81.74628650926455,1
1,2,9,65.68107814310946,0
1,2,4,64.67552308634312,0
1,3,4,57.693055393127466,0
1,1,8,73.52046915971971,1
0,2,11,59.1832513560675,0
1,2,8,67.59560420934271,0
1,2,12,79.93525575333192,1
0,3,2,44.61856153418642,0
1,1,3,67.67473364191821,0
0,3,1,36.50522261638663,0
1,2,6,64.77483582499306,0
0,2,6,57.91928497079983,0
1,2,5,56.881419825418035,0
1,2,7,62.40791573140848,0
0,1,9,73.08018331506739,1
1,2,0,54.49799368989703,0
1,2,3,60.57586075359311,0
1,2,7,62.84567944401032,0
0,2,4,35.81250359482386,0
0,3,3,38.814741995789,0
0,2,8,48.13128180784248,0
1,1,1,49.55031897679889,0
1,2,4,51.68064219633142,0
1,3,6,58.6319050392278,0
1,3,3,57.80518680466403,0
1,2,7,64.19447258118122,0
1,3,3,52.05690327322982,0
0,2,9,61.13700721206467,0
1,2,5,52.27772545458223,0
0,3,7,50.136852114525844,0
1,3,7,58.942051078405896,0
1,2,3,58.830287294160335,0
1,3,0,42.58258045798092,0
0,1,6,62.91031354786759,0
0,3,5,42.59809599843127,0
0,2,7,60.19520801722912,0
0,1,4,67.30455052270732,0
0,2,4,44.73445539863647,0
1,2,11,65.2951398200936,0
1,2,1,43.589663581511076,0
0,2,7,57.13251080761374,0
0,1,3,56.224588559320864,0
1,2,4,56.372432935025316,0
1,2,4,64.60605563038789,0
1,2,3,47.93049272260504,0
1,2,7,71.46132254737529,1
1,3,9,61.731797730537494,0
1,3,6,51.25708342380631,0
1,3,5,53.76324536425543,0
0,2,2,39.739105253343,0
1,3,7,61.20409899452858,0
0,1,11,73.75933783056111,1
1,1,4,53.44178894540478,0
0,2,4,45.94384442284918,0
1,3,3,44.217274738567305,0
1,2,4,59.0215994199416,0
1,1,0,49.06434833858338,0
1,1,6,64.55993598413957,0
0,3,2,35.82444246183365,0
0,2,0,35.63712089420288,0
1,2,7,65.25215141500523,0
0,2,2,44.24648005752057,0
1,2,4,52.21033150134347,0
0,2,9,55.586998375162835,0
1,2,1,35.35248101245935,0
1,3,0,46.23666650841262,0
1,2,6,60.49592934812579,0
0,2,8,49.10134859141329,0
1,1,0,56.57859711148262,0
1,2,6,67.86348788592534,0
1,2,7,61.61991126200528,0
1,2,0,45.2759275487914,0
1,1,7,69.82512631219356,0
0,3,8,40.870653620841196,0
1,2,4,54.698093147322304,0
0,2,9,60.41198311520728,0
0,3,8,48.75983013723988,0
0,2,5,35.756318958526535,0
0,3,4,29.236543969008636,0
0,2,2,42.748281013170086,0
0,2,5,50.20884160817266,0
1,3,7,50.91189270686925,0
1,2,4,60.24856303748254,0
1,2,0,56.65171753744859,0
1,3,9,72.4392949397932,1
0,2,6,50.939774591307305,0
1,2,4,60.53401297276237,0
1,2,8,55.33407786185928,0
0,3,10,62.93998330219408,0
1,3,0,42.12254893451939,0
0,2,6,47.05782390098153,0
1,2,1,50.723969327801875,0
1,3,6,64.55836707092716,0
0,1,5,76.04023023771774,1
0,2,7,51.75716984503767,0
1,3,4,57.99042086301827,0
1,3,0,45.21602024342752,0
0,3,4,33.308132982093255,0
1,2,6,69.38371835394145,0
0,1,8,67.88936259821806,0
1,2,1,59.677653866859416,0
1,2,8,72.49270664884541,1
0,2,3,45.16951207381058,0
0,3,6,52.21328805777546,0
0,1,3,72.16173016592869,1
0,3,6,45.32413799229674,0
0,2,8,50.16378217225002,0
1,2,1,42.67865081371764,0
0,1,3,72.22341127715129,1
1,2,6,59.80158995540775,0
1,1,12,84.67518428550869,1
1,3,2,45.29372316245259,0
1,3,11,74.69132820456018,1
0,2,11,57.333387457671755,0
1,2,5,54.041404331913284,0
1,3,4,51.95746784523125,0
1,2,3,53.341121495191814,0
0,1,5,67.98149892730606,0
1,2,1,51.74302536403738,0
1,3,5,58.13851197275961,0
0,1,9,71.54489263457353,1
0,2,3,41.09488673262779,0
1,3,4,50.082197260519635,0
1,1,0,65.22469399015513,0
1,1,6,68.12585466113468,0
1,2,6,52.08118895273478,0
0,3,5,39.50125821526097,0
1,2,4,58.48433016237938,0
